acc;site;main_class;sub_class_1;sub_class_all;protein_names;binding_sites;area_a2;alpha_seeds;beta_seeds;hydrophobicity;pdbs
P49768;1;Unclassified;Unclassified;Unclassified;Presenilin-1;[453];[1290.7625146728];[186];[72];[22.7];['2KR6', '4UIS', '5A63', '5FN2', '5FN3', '5FN4', '5FN5', '6IDF', '6IYC', '6LQG', '6LR4', '7C9I', '7D8X', '7Y5T']
P49810;0;Unclassified;Unclassified;Unclassified;Presenilin-2;[];[];[];[];[];['7Y5X', '7Y5Z']
Q8IYL9;0;Receptors;GPCR;"GPCR;Rhodopsin";Psychosine receptor;[];[];[];[];[];[]
P25105;0;Receptors;GPCR;"GPCR;Rhodopsin";Platelet-activating factor receptor;[];[];[];[];[];[]
Q13635;0;Receptors;Other_receptors;"Other_receptors;Patched";Protein patched homolog 1;[];[];[];[];[];['6DMB', '6DMO', '6DMY', '6E1H', '6N7G', '6N7H', '6N7K', '6OEU', '6OEV', '6RMG', '6RTW', '6RTX', '6RTY', '6RVC', '6RVD']
Q6ISU1;1;Unmatched;Unmatched;Unmatched;Pre T-cell antigen receptor alpha;[46];[2288.843397910718];[358];[520];[26.9999];['3OF6']
Q03431;0;Receptors;GPCR;"GPCR;Secretin";Parathyroid hormone/parathyroid hormone-related peptide receptor;[];[];[];[];[];['1BL1', '3C4M', '3H3G', '3L2J', '4Z8J', '5EMB', '6NBF', '6NBH', '6NBI', '7UZP', '7VVJ', '7VVK', '7VVL', '7VVM', '7VVN', '7VVO', '8HA0', '8HAF', '8HAO']
P49190;1;Receptors;GPCR;"GPCR;Secretin";Parathyroid hormone 2 receptor;[70];[1868.413943279891];[41];[2246];[10.9];['7F16']
Q96NR3;1;Unclassified;Unclassified;Unclassified;Patched domain-containing protein 1;[69];[610.4294876614342];[4097];[1829];[11.3];[]
Q3KNS1;1;Unclassified;Unclassified;Unclassified;Patched domain-containing protein 3;[659];[2175.92098315763];[81];[209];[28.9];[]
Q6ZW05;3;Unclassified;Unclassified;Unclassified;Patched domain-containing protein 4;[257, 80, 173];[1609.9188516057118, 1769.378143757559, 980.1538307887946];[20, 2180, 460];[19, 1096, 3742];[16.9999, 6.59999, 19.2];[]
Q13308;5;Receptors;Kinase;"Kinase;Other";Inactive tyrosine-protein kinase 7;[849, 666, 609, 236, 311];[5655.267426487698, 894.4118163279591, 1342.8603989193584, 1881.3790246655947, 1301.432488092131];[0, 719, 281, 270, 21];[0, 2071, 2513, 3928, 322];[-32.099, -4.3, 5.69999, -17.5, 10.3];['6VG3']
Q92932;3;Receptors;Other_receptors;"Other_receptors;ReceptorTypePhosphatases";Receptor-type tyrosine-protein phosphatase N2;[840, 855, 58];[2752.8835884866016, 2924.1826125075595, 1674.1830382169778];[0, 41, 8];[0, 334, 8];[-38.199, -27.2, 2.69999];['2QEP', '4HTI', '4HTJ']
P18433;1;Receptors;Other_receptors;"Other_receptors;ReceptorTypePhosphatases";Receptor-type tyrosine-protein phosphatase alpha;[572];[3053.0833226371847];[16];[10];[-61.0];['6UZT']
P23467;14;Receptors;Other_receptors;"Other_receptors;ReceptorTypePhosphatases";Receptor-type tyrosine-protein phosphatase beta;[55, 43, 182, 169, 1306, 269, 336, 1166, 492, 508, 622, 1073, 1843, 864];[760.5871445275143, 968.561547822521, 1345.3100654872687, 812.716638626081, 769.6975692974522, 2068.1044321685154, 907.7189822470535, 2661.3274944364266, 2017.7724332740302, 771.6835600607493, 1377.5267102988878, 2805.6935670679713, 1466.8175609054447, 1361.5850668366436];[89, 92, 155, 501, 3, 1, 364, 350, 0, 0, 80, 6, 1, 1];[214, 217, 746, 2834, 67, 3, 2114, 527, 750, 57, 79, 1504, 1950, 28];[18.8, 18.5999, -15.8, -0.7, -1.2, -10.0, -2.1999, -1.9, 16.1, 12.7, 1.59999, -13.2, -18.6, 7.2];['2AHS', '2H02', '2H03', '2H04', '2HC1', '2HC2', '2I3R', '2I3U', '2I4E', '2I4G', '2I4H', '2I5X']
P08575;3;Receptors;Other_receptors;"Other_receptors;ReceptorTypePhosphatases";Receptor-type tyrosine-protein phosphatase C;[1022, 858, 887];[1744.0881289706892, 1845.4190364593933, 1421.4694466527656];[12, 6, 75];[16, 37, 517];[-13.499, 7.2, -25.0];['1YGR', '1YGU', '5FMV', '5FN6', '5FN7']
P23468;10;Receptors;Other_receptors;"Other_receptors;ReceptorTypePhosphatases";Receptor-type tyrosine-protein phosphatase delta;[29, 263, 967, 1613, 884, 1699, 1903, 787, 1784, 702];[830.5954036325658, 5447.539696393638, 1140.3069882810464, 1107.2871041625656, 2586.8197765197333, 2093.6137766647194, 2499.414269356275, 911.0740868458041, 851.4028311238975, 1036.300491049035];[83, 2, 1, 0, 75, 85, 177, 4038, 35, 2];[372, 1134, 57, 152, 199, 381, 206, 4216, 107, 170];[1.39999, -36.2, 2.69999, 13.5, -20.299, -39.9, -23.699, 7.6, -12.7, 0.9];['1X5Z', '2DLH', '2YD6', '2YD7', '4RCA', '5WY8', '5XNP', '6X3A']
P10586;9;Receptors;Other_receptors;"Other_receptors;ReceptorTypePhosphatases";Receptor-type tyrosine-protein phosphatase F;[444, 281, 800, 154, 1076, 952, 1677, 1609, 1617];[2197.3743763976718, 1195.2280395554417, 4444.206341734581, 1389.1186054142163, 966.5103981004826, 2548.433974578733, 1801.7192887224871, 717.3487454895517, 1559.594803655597];[146, 13, 33, 0, 0, 40, 21, 97, 8];[1260, 181, 73, 8, 28, 1734, 140, 455, 43];[-11.399, 9.9, -13.1, 18.7, 6.79999, -6.6999, -24.5, 18.4, -10.6];['1LAR', '2DJU', '2DN7', '2EDX', '2EDY', '2YD5', '2YD8', '4N5U', '6KR4', '6TPT', '6TPU', '6TPV', '6TPW']
P23470;2;Receptors;Other_receptors;"Other_receptors;ReceptorTypePhosphatases";Receptor-type tyrosine-protein phosphatase gamma;[1032, 88];[4251.621282156297, 955.3028632715373];[0, 0];[0, 1];[-53.999, 5.9];['2H4V', '2HY3', '2NLK', '2PBN', '3JXH', '3QCB', '3QCC', '3QCD', '3QCE', '3QCF', '3QCG', '3QCH', '3QCI', '3QCJ', '3QCK', '3QCL', '3QCM', '3QCN', '5E5R']
Q9HD43;8;Receptors;Other_receptors;"Other_receptors;ReceptorTypePhosphatases";Receptor-type tyrosine-protein phosphatase H;[719, 576, 599, 914, 555, 857, 921, 276];[891.3307284217716, 1993.3517863801253, 985.0607270180406, 3669.4424694695344, 764.0345576511481, 2567.6535403016946, 1306.456903157678, 1740.4787880775655];[23, 761, 207, 20, 8, 217, 66, 57];[1944, 8431, 1167, 10, 49, 631, 395, 514];[4.6, -34.6, -18.0, -31.099, -17.9, -23.6, -11.399, -8.5];['7XC0']
Q12913;7;Receptors;Other_receptors;"Other_receptors;ReceptorTypePhosphatases";Receptor-type tyrosine-protein phosphatase eta;[1059, 551, 1218, 539, 448, 270, 170];[1047.7436453269995, 1626.2446614288665, 1327.7260671988984, 1771.3429966443603, 1961.5423850606383, 1368.575692267298, 873.7007697964322];[29, 35, 10, 2512, 861, 3, 1637];[383, 270, 37, 3975, 6630, 61, 2680];[-13.6, -13.6, 5.19999, 5.5, 7.0, 19.2, 0.59999];['2CFV', '2DLE', '2NZ6', '7U01', '7U08']
Q15262;7;Receptors;Other_receptors;"Other_receptors;ReceptorTypePhosphatases";Receptor-type tyrosine-protein phosphatase kappa;[508, 460, 1143, 200, 1217, 986, 1285];[759.9004544295906, 1633.6274041648026, 2112.7997932809476, 2053.349418672155, 914.665004819046, 1381.0807824323656, 1030.6607504594238];[571, 20, 2, 154, 274, 60, 21];[9483, 692, 3, 240, 1021, 2320, 176];[-2.5999, 13.5, 34.8, -5.2999, 1.69999, -7.1, -15.5];['2C7S', '8A1F']
P28827;4;Receptors;Other_receptors;"Other_receptors;ReceptorTypePhosphatases";Receptor-type tyrosine-protein phosphatase mu;[541, 999, 1430, 1329];[2020.2253965749721, 2123.878755521663, 8066.143469995969, 1323.1664914907992];[2933, 33, 39, 0];[2972, 80, 136, 10];[6.49999, -11.1, -77.2, -5.2999];['1RPM', '2C9A', '2V5Y', '8A16', '8A17']
Q16849;4;Receptors;Other_receptors;"Other_receptors;ReceptorTypePhosphatases";Receptor-type tyrosine-protein phosphatase-like N;[101, 42, 360, 868];[816.4122763544425, 3665.614186718021, 1058.8759370726366, 1284.5625233932992];[0, 542, 0, 0];[0, 989, 0, 0];[21.9, -6.7, 28.8, -12.7];['2I1Y', '2QT7', '3N01', '3N4W', '3NG8', '3NP5']
Q16827;7;Receptors;Other_receptors;"Other_receptors;ReceptorTypePhosphatases";Receptor-type tyrosine-protein phosphatase O;[154, 91, 534, 1048, 599, 952, 742];[1026.1056350371912, 3131.08208690881, 3360.3735538367314, 1080.208902594291, 748.30603828312, 777.3186464390218, 696.4497851752267];[136, 292, 414, 0, 690, 101, 7];[188, 847, 659, 1, 572, 984, 355];[1.49999, -9.6, 51.0999, -12.099, -4.7, -7.0, 11.0999];['2G59', '2GJT']
Q9UMZ3;21;Receptors;Other_receptors;"Other_receptors;ReceptorTypePhosphatases";Phosphatidylinositol phosphatase PTPRQ;[925, 963, 775, 2165, 2273, 113, 223, 677, 2144, 666, 1884, 310, 1779, 1008, 585, 1467, 435, 1629, 1275, 1575, 1333];[1681.6460660985053, 1161.7941245532934, 1171.9889805651371, 981.5514516686973, 1596.033012076845, 706.1020377151725, 2246.822462988758, 808.6977271351553, 1130.5787169559026, 1991.1879659585973, 1992.354427675347, 966.8813775292676, 6613.185956531553, 610.2146182379664, 1203.9762115428546, 3742.3483629838406, 1630.568035911529, 1182.3864886956846, 2127.663211116404, 867.295023590668, 1634.047834589061];[89, 929, 150, 51, 521, 0, 139, 1, 0, 127, 14, 2145, 79, 288, 5, 1, 0, 0, 39, 564, 14];[1377, 2753, 1552, 329, 3789, 0, 417, 34, 36, 625, 111, 4000, 374, 497, 87, 0, 0, 0, 663, 3743, 56];[-10.5, -16.799, 2.6, 0.39999, -9.0, 8.5, 3.89999, -6.9, -10.5, 6.6, 0.8, 11.3, -36.9, 11.1, 14.3, 11.1, 13.4, 14.5, 24.0, 4.0, -10.7];['4IKC']
Q15256;1;Receptors;Other_receptors;"Other_receptors;ReceptorTypePhosphatases";Receptor-type tyrosine-protein phosphatase R;[589];[3006.611604197166];[38];[229];[-21.0];['2A8B']
Q13332;7;Receptors;Other_receptors;"Other_receptors;ReceptorTypePhosphatases";Receptor-type tyrosine-protein phosphatase S;[316, 1471, 630, 948, 1658, 1179, 485];[4383.710127052897, 2414.5763354479727, 5915.239260634537, 1757.0584463441487, 1322.7792223223294, 1450.476043119022, 547.5697093216064];[1, 35, 172, 171, 165, 6, 0];[14, 130, 263, 277, 332, 29, 0];[11.0999, -17.5, -23.799, 4.19999, -5.6, -4.0, 5.8];['2FH7', '2YD2', '2YD3', '2YD9', '4BPC', '4PBX']
O14522;7;Receptors;Other_receptors;"Other_receptors;ReceptorTypePhosphatases";Receptor-type tyrosine-protein phosphatase T;[517, 1058, 1164, 1219, 1286, 195, 1331];[2969.0222541714916, 4460.225749311273, 642.2889217528111, 596.5434542070948, 1872.0453916768738, 823.2464039288352, 897.6267128101327];[155, 34, 10, 58, 163, 54, 11];[875, 11, 8, 459, 1176, 87, 76];[8.99999, 1.99999, -1.5, 6.3, -9.8, 8.5, -6.9999];['2OOQ']
Q92729;4;Receptors;Other_receptors;"Other_receptors;ReceptorTypePhosphatases";Receptor-type tyrosine-protein phosphatase U;[193, 1187, 991, 503];[985.9068238543128, 6576.8898954816095, 815.5332121878549, 1317.8220993957202];[0, 2, 0, 268];[2, 16, 0, 406];[0.59999, -21.0, -1.2, -15.7];['6SUB', '6SUC']
P23471;7;Receptors;Other_receptors;"Other_receptors;ReceptorTypePhosphatases";Receptor-type tyrosine-protein phosphatase zeta;[206, 1935, 10, 1834, 1863, 1987, 2134];[1521.9230353041344, 780.7914637995457, 1010.6049780992846, 930.6465969286132, 979.4929327787061, 697.2953002350818, 454.1978910729413];[32, 0, 0, 0, 8, 0, 4];[49, 0, 2, 6, 2, 0, 247];[-12.299, -8.4, 9.39999, -10.1, -18.0, 4.39999, 17.7999];['3JXF', '3S97', '5AWX', '5H08']
P53801;0;Unclassified;Unclassified;Unclassified;Pituitary tumor-transforming gene 1 protein-interacting protein;[];[];[];[];[];[]
P15151;1;Receptors;IG;"IG;OtherPVR";Poliovirus receptor;[143];[4005.8734935622674];[9];[47];[-15.899];['1DGI', '1NN8', '3EPC', '3EPD', '3EPF', '3J8F', '3J9F', '3UDW', '3URO', '4FQP', '6ARQ', '6ISC', '6O3O']
Q6UX71;2;Unclassified;Unclassified;Unclassified;Plexin domain-containing protein 2;[297, 253];[1068.304593542855, 2385.307745668445];[0, 1471];[0, 2862];[-3.1, -4.5];[]
Q96P65;2;Receptors;GPCR;"GPCR;Rhodopsin";Pyroglutamylated RF-amide peptide receptor;[294, 104];[1384.9569647755723, 1244.4744436551862];[33, 2];[192, 317];[22.9, 36.4];[]
O00391;2;Enzymes;Oxidoreductases;1.8.3;Sulfhydryl oxidase 1;[479, 120];[1779.854385629919, 594.9542349604177];[584, 0];[4088, 0];[-6.8, 14.1];['3LLI', '3LLK', '3Q6O', '4IJ3']
Q6ZRP7;2;Enzymes;Oxidoreductases;1.8.3;Sulfhydryl oxidase 2;[393, 107];[1590.1541613797106, 2211.6645505365846];[2161, 22];[3156, 1460];[-8.2, -11.8];[]
Q86UN2;2;Unmatched;Unmatched;Unmatched;Reticulon-4 receptor-like 1;[155, 164];[2728.7284255644713, 1080.844202442017];[95, 19];[1765, 51];[-70.0, -10.1];[]
Q86UN3;2;Unmatched;Unmatched;Unmatched;Reticulon-4 receptor-like 2;[161, 55];[2338.95063718264, 953.6343285066308];[246, 13];[1572, 137];[-64.6, 7.69999];[]
Q15109;3;Receptors;IG;"IG;OtherMisc";Advanced glycosylation end product-specific receptor;[286, 134, 171];[758.5262985318539, 828.3768962278086, 1252.1121983873857];[1295, 433, 296];[7690, 454, 235];[10.9, 4.0, -2.5999];['2E5E', '2ENS', '2L7U', '2LE9', '2LMB', '2M1K', '2MJW', '2MOV', '3CJJ', '3O3U', '4LP4', '4LP5', '4OF5', '4OFV', '4OI7', '4OI8', '4P2Y', '4XYN', '4YBH', '5D7F', '6VXG', '6XQ1', '6XQ3', '6XQ5', '6XQ6', '6XQ7', '6XQ8', '6XQ9', '7LML', '7LMW']
Q8NFJ5;0;Receptors;GPCR;"GPCR;Glutamate";Retinoic acid-induced protein 3;[];[];[];[];[];[]
O60895;2;Receptors;Other_receptors;"Other_receptors;RAMP";Receptor activity-modifying protein 2;[28, 124];[996.7910849206943, 1823.1530954898117];[0, 491];[197, 352];[28.4, 1.69999];['2XVT', '3AQE', '3AQF', '4RWF', '6UUN', '6V2E', '7TYH', '7TYX', '7TYY']
O60896;3;Receptors;Other_receptors;"Other_receptors;RAMP";Receptor activity-modifying protein 3;[111, 92, 40];[4718.160784221033, 856.9644197481136, 866.8924343098745];[6, 3267, 3098];[104, 4843, 4835];[35.8, 5.1, 6.1];['6UUS', '6UVA', '7TZF']
O95980;6;Unmatched;Unmatched;Unmatched;Reversion-inducing cysteine-rich protein with Kazal motifs;[393, 632, 147, 565, 775, 735];[3683.166575154383, 3034.0028014779637, 662.8074002902014, 2098.9862879533025, 1326.654435038174, 1174.2268805171389];[0, 47, 599, 0, 3, 0];[0, 408, 2939, 0, 1, 6];[7.99999, 10.7999, -6.5, 4.4, -4.8999, -7.6999];[]
Q8IUW5;2;Unclassified;Unclassified;Unclassified;RELT-like protein 1;[229, 125];[1246.8463461086465, 1976.6697354640912];[2, 29];[235, 11];[4.4, 8.2];[]
P07949;2;Receptors;Kinase;"Kinase;Other";Proto-oncogene tyrosine-protein kinase receptor Ret;[375, 924];[602.9377588099846, 8957.496499847071];[383, 0];[751, 2];[17.2, -9.9999];['2IVS', '2IVT', '2IVU', '2IVV', '2X2K', '2X2L', '2X2M', '2X2U', '4CKI', '4CKJ', '4UX8', '5AMN', '5FM2', '5FM3', '6FEK', '6GL7', '6I82', '6I83', '6NE7', '6NEC', '6NJA', '6Q2J', '6Q2N', '6Q2O', '6Q2R', '6Q2S', '6VHG', '7DU8', '7DU9', '7DUA', '7JU5', '7JU6', '7NZN', '7RUN']
Q96B86;2;Unmatched;Unmatched;Unmatched;Repulsive guidance molecule A;[244, 35];[1870.1189360336168, 1158.2765104086352];[169, 2];[172, 31];[-5.4, 15.3];['4UHY', '6Z3G']
Q6NW40;4;Unmatched;Unmatched;Unmatched;Repulsive guidance molecule B;[374, 63, 197, 34];[1991.5345107778546, 1405.0315479065382, 950.6152967516255, 1292.6288534195994];[0, 503, 11, 4];[0, 1833, 27, 208];[-0.8999, 16.5999, -2.7, 31.2];['4BQ6', '4BQ7', '4BQ8', '4UHZ', '4UI0', '4UI2', '6Z3H', '6Z3J', '6Z3M']
Q6ZVN8;4;Unclassified;Unclassified;Unclassified;Hemojuvelin;[43, 304, 192, 25];[1416.043411933788, 1460.2421299112925, 1413.3018875298496, 1110.0144720070155];[68, 3, 122, 1];[412, 16, 684, 107];[9.59999, 4.39999, -22.8, 25.2];['4UI1', '6Z3L']
P47804;0;Receptors;GPCR;"GPCR;Rhodopsin";RPE-retinal G protein-coupled receptor;[];[];[];[];[];[]
Q02094;0;Transporters;SLC;"SLC;Other;SLC42(Rh)";Ammonium transporter Rh type A;[];[];[];[];[];['7UZQ', '7V0K', '7V0S', '8CRT', '8CS9', '8CSL', '8CSX', '8CTE']
Q9NX52;0;Enzymes;Hydrolases;3.4.21;Rhomboid-related protein 2;[];[];[];[];[];[]
Q9UBD6;0;Transporters;SLC;"SLC;Other;SLC42(Rh)";Ammonium transporter Rh type C;[];[];[];[];[];['3HD6']
Q6PJF5;3;Unclassified;Unclassified;Unclassified;Inactive rhomboid protein 2;[460, 652, 247];[877.1873558654993, 1217.2831835364766, 1012.8168920379787];[0, 334, 0];[0, 440, 17];[31.8, 6.49999, 14.8];[]
Q9NSD7;0;Receptors;GPCR;"GPCR;Rhodopsin";Relaxin-3 receptor 1;[];[];[];[];[];[]
Q8TDU9;0;Receptors;GPCR;"GPCR;Rhodopsin";Relaxin-3 receptor 2;[];[];[];[];[];['7YJ4', '7YK6', '7YK7']
Q8TEB7;0;Unclassified;Unclassified;Unclassified;E3 ubiquitin-protein ligase RNF128;[];[];[];[];[];['3ICU']
Q8NC42;3;Unclassified;Unclassified;Unclassified;E3 ubiquitin-protein ligase RNF149;[43, 147, 97];[1143.4540108478645, 853.4968383753456, 1053.9217230281145];[301, 12, 0];[685, 95, 427];[7.49999, -9.9, -0.3];[]
Q9ULK6;2;Unclassified;Unclassified;Unclassified;RING finger protein 150;[205, 237];[1582.7780121098376, 2332.3754001139605];[3, 0];[3, 4];[-4.1, -25.9];[]
Q9H6Y7;2;Unclassified;Unclassified;Unclassified;E3 ubiquitin-protein ligase RNF167;[41, 107];[2372.0779560128553, 1338.440449551419];[0, 239];[0, 382];[8.09999, 2.9];[]
O43567;0;Unclassified;Unclassified;Unclassified;E3 ubiquitin-protein ligase RNF13;[];[];[];[];[];['5ZBU', '5ZC4']
Q68DV7;1;Unclassified;Unclassified;Unclassified;E3 ubiquitin-protein ligase RNF43;[86];[2369.9560234933747];[4];[6];[-19.8];['4KNG']
Q5M7Z0;0;Miscellaneous;Unknown_function;"Unknown_function;RNFT";E3 ubiquitin-protein ligase RNFT1;[];[];[];[];[];[]
Q9Y6N7;7;Receptors;IG;"IG;OtherROBO";Roundabout homolog 1;[460, 528, 452, 181, 85, 146, 826];[1256.6015730744602, 702.814613106305, 2360.8110799893425, 1559.2787051355135, 1956.8835195106487, 777.3529712476443, 989.354043052474];[200, 269, 111, 56, 128, 164, 8];[700, 483, 187, 1024, 926, 1620, 496];[-18.3, 8.4, -3.0, 0.2, -10.7, 0.29999, 1.1];['2EO9', '2V9Q', '2V9R', '2V9T', '3WIH', '4HLJ', '5O5G', '5O5I', '5OPE', '6A77', '6A78', '6A79']
Q9HCK4;7;Receptors;IG;"IG;OtherROBO";Roundabout homolog 2;[609, 499, 649, 788, 48, 109, 114];[1707.2475251941207, 1015.8285546250313, 1466.6372102160722, 896.639826080866, 2124.6821887539986, 1110.219257305916, 993.4867887957242];[449, 336, 39, 44, 354, 4, 0];[941, 791, 345, 580, 2650, 76, 3];[-12.999, 1.29999, 20.9, 2.49999, -15.299, -25.1, -21.999];['1UEM', '1UJT', '2EDJ', '5NOI', '6I9S', '6IAA']
Q96MS0;7;Receptors;IG;"IG;OtherROBO";Roundabout homolog 3;[532, 626, 389, 429, 856, 738, 81];[2234.5320483216865, 1582.688030690624, 1080.8085201550873, 1652.4191702955534, 1225.7373645076648, 586.709493499469, 2009.3981495974886];[25, 2005, 190, 58, 598, 116, 43];[57, 2429, 422, 316, 1279, 214, 168];[-6.4999, -7.0, -10.2, 27.9, -3.3, 2.59999, 3.2];['6POG', '6POK', '6POL']
Q04912;5;Receptors;Kinase;"Kinase;Other";Macrophage-stimulating protein receptor;[1182, 1208, 1157, 482, 235];[1300.715739545979, 3441.6994974390764, 1899.483131071059, 1954.383626245376, 1529.6426265857053];[382, 0, 0, 1, 949];[1762, 0, 0, 11, 7681];[-8.5, -4.3, 7.1, 0.29999, 3.79999];['3PLS', '4FWW', '4QT8']
Q01973;3;Receptors;Kinase;"Kinase;Other";Inactive tyrosine-protein kinase transmembrane receptor ROR1;[96, 690, 206];[3366.2430961111877, 1435.0122320208798, 2465.376082581992];[134, 0, 2];[570, 0, 1];[16.0, -6.7, 21.0];['5Z55', '6BA5', '6BAN', '6TU9', '7TNG']
Q01974;1;Receptors;Kinase;"Kinase;Other";Tyrosine-protein kinase transmembrane receptor ROR2;[208];[6927.12259544817];[0];[0];[-10.399];['3ZZW', '4GT4', '6OSH', '6OSN', '6OSV']
P08922;14;Receptors;Kinase;"Kinase;Other";Proto-oncogene tyrosine-protein kinase ROS;[1283, 1113, 1510, 1165, 1636, 1573, 1987, 787, 728, 1968, 979, 2054, 1833, 529];[2478.6770428859686, 2654.4764953459317, 2717.8877977293896, 1258.7807136083113, 816.1516405194782, 2070.8170616770594, 7236.972642883975, 935.6264091354981, 1315.9309381884482, 847.0018864522576, 1926.2663719957472, 2295.374032120736, 1179.7324246798187, 1483.7998084528217];[6, 137, 29, 110, 47, 1026, 260, 2171, 130, 40, 30, 5, 109, 2];[106, 918, 851, 91, 590, 2089, 168, 1177, 1041, 105, 23, 13, 458, 138];[-0.1, 18.9, -12.199, 3.7, 3.8, -1.1, 3.49999, -0.6, -5.6, 9.8, 12.2, -6.5999, 0.29999, 12.2];['3ZBF', '4UXL', '7Z5W', '7Z5X']
P04843;3;Enzymes;Transferases;2.4.1;Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1;[400, 361, 320];[7590.313774248337, 761.7206389139483, 1673.592341227914];[0, 1, 26];[40, 1, 106];[38.3, -2.0999, -15.2];['6S7O', '6S7T', '8B6L']
Q8N4K4;0;Unclassified;Unclassified;Unclassified;Reprimo-like protein;[];[];[];[];[];[]
Q9NS64;0;Unclassified;Unclassified;Unclassified;Protein reprimo;[];[];[];[];[];[]
Q9BZR6;2;Unmatched;Unmatched;Unmatched;Reticulon-4 receptor;[14, 184];[1431.0206640215683, 1622.6731360028696];[0, 7];[18, 28];[12.2999, -45.1];['1OZN', '1P8T']
Q9HBX9;1;Receptors;GPCR;"GPCR;Rhodopsin";Relaxin receptor 1;[696];[932.2565662008418];[13];[264];[-4.2];['2JM4', '2M7P', '7TMW']
Q8WXD0;0;Receptors;GPCR;"GPCR;Rhodopsin";Relaxin receptor 2;[];[];[];[];[];['2M96']
P34925;1;Receptors;Kinase;"Kinase;Other";Tyrosine-protein kinase RYK;[98];[5106.608825638319];[134];[113];[22.0];['6TUA']
Q13621;1;Transporters;SLC;"SLC;APC;SLC12";Solute carrier family 12 member 1;[747];[2568.740880425687];[5];[5];[14.1];[]
P55011;1;Transporters;SLC;"SLC;APC;SLC12";Solute carrier family 12 member 2;[879];[3150.1792856586603];[690];[4396];[17.7];['6PZT', '7D10', '7MXO', '7N3N', '7S1X', '7S1Y', '7S1Z', '7SFL', '7SMP', '7ZGO']
P55017;2;Transporters;SLC;"SLC;APC;SLC12";Solute carrier family 12 member 3;[733, 506];[2521.488224108137, 588.3157781877211];[7, 216];[47, 674];[10.6999, 9.5];['7Y6I', '7YG0', '7YG1', '8FHT']
Q9UP95;1;Transporters;SLC;"SLC;APC;SLC12";Solute carrier family 12 member 4;[673];[2189.96176913898];[0];[3];[34.4];['6KKR', '6KKT', '6KKU', '7AIP', '7AIQ', '7AIR', '7TTH', '7TTI']
Q9H2X9;3;Transporters;SLC;"SLC;APC;SLC12";Solute carrier family 12 member 5;[676, 235, 385];[2192.4760128892135, 794.8962451868015, 1075.1301883964597];[0, 93, 1];[0, 275, 29];[34.9, 16.1, -3.3];['6M23', '7D8Z']
Q9UHW9;2;Transporters;SLC;"SLC;APC;SLC12";Solute carrier family 12 member 6;[807, 738];[781.9094441481839, 2396.788715413536];[116, 3];[572, 5];[15.7, 31.8];['6M1Y', '6M22', '6Y5R', '6Y5V', '7AIN', '7AIO', '7D90', '7NGB']
Q9Y666;2;Transporters;SLC;"SLC;APC;SLC12";Solute carrier family 12 member 7;[247, 673];[921.9267380601773, 2368.7461224707986];[6, 0];[943, 5];[16.6, 32.4];['7D99']
A0AV02;0;Transporters;SLC;"SLC;APC;SLC12";Solute carrier family 12 member 8;[];[];[];[];[];[]
Q9BXP2;1;Transporters;SLC;"SLC;APC;SLC12";Solute carrier family 12 member 9;[510];[3492.2316274211225];[1];[1];[40.8];[]
Q9BZW2;1;Transporters;SLC;"SLC;Other;SLC13";Solute carrier family 13 member 1;[437];[4844.457657032157];[1371];[1555];[92.5999];[]
Q13183;0;Transporters;SLC;"SLC;Other;SLC13";Solute carrier family 13 member 2;[];[];[];[];[];[]
Q8WWT9;0;Transporters;SLC;"SLC;Other;SLC13";Na(+)/dicarboxylate cotransporter 3;[];[];[];[];[];[]
Q9UKG4;1;Transporters;SLC;"SLC;Other;SLC13";Solute carrier family 13 member 4;[468];[4012.8590769306384];[634];[935];[84.3999];[]
